date,category,amount
2022-11-10 12:04:12+00:00,Coffee,6.7
2022-11-10 14:01:47+00:00,Coffee,6.1
2022-11-11 03:30:22+00:00,Taxi,7.0
2022-11-11 03:30:23+00:00,Taxi,6.0
2022-11-11 05:04:14+00:00,Market,12.0
2022-11-11 05:53:00+00:00,Taxi,3.0
2022-11-11 07:20:38+00:00,Taxi,6.0
2022-11-11 07:20:41+00:00,Taxi,5.0
2022-11-11 09:01:46+00:00,Restaurant,7.1
2022-11-11 09:01:50+00:00,Transport,0.6
2022-11-11 14:24:01+00:00,Coffee,7.0
2022-11-11 15:45:00+00:00,Coffee,1.5
2022-11-11 20:12:18+00:00,Market,7.67
2022-11-12 12:38:55+00:00,Coffee,17.6
2022-11-12 14:44:51+00:00,Coffee,6.1
2022-11-12 18:46:31+00:00,Market,8.52
2022-11-13 06:45:38+00:00,Coffee,6.1
2022-11-13 11:21:11+00:00,Coffee,13.0
2022-11-14 04:11:22+00:00,Market,4.32
2022-11-14 11:06:59+00:00,Market,8.0
2022-11-14 11:08:52+00:00,Business Lunch,5.0
2022-11-14 14:48:09+00:00,Coffee,6.1
2022-11-14 15:44:53+00:00,Coffee,6.1
2022-11-14 17:08:57+00:00,Coffee,6.5
2022-11-14 19:24:49+00:00,Market,2.9
2022-11-15 10:45:39+00:00,Market,1.94
2022-11-15 10:45:59+00:00,Market,0.65
2022-11-15 10:46:00+00:00,Business Lunch,15.0
2022-11-15 15:46:18+00:00,Coffee,7.0
2022-11-16 04:25:32+00:00,Health,10.0
2022-11-16 04:52:09+00:00,Market,1.4
2022-11-16 09:06:10+00:00,Restaurant,6.0
2022-11-16 14:35:43+00:00,Coffee,6.1
2022-11-16 17:01:36+00:00,Coffee,6.1
2022-11-17 08:57:19+00:00,Business Lunch,8.0
2022-11-17 08:57:23+00:00,Market,2.0
2022-11-17 18:13:52+00:00,Market,5.63
2022-11-18 04:31:47+00:00,Market,1.37
2022-11-18 09:01:12+00:00,Business Lunch,6.0
2022-11-18 09:51:45+00:00,Market,0.72
2022-11-18 16:45:14+00:00,Coffee,6.1
2022-11-18 17:39:25+00:00,Market,15.0
2022-11-18 17:39:31+00:00,Learning,8.0
2022-11-19 16:34:50+00:00,Coffee,6.9
2022-11-19 20:12:29+00:00,Coffee,6.7
2022-11-19 21:48:58+00:00,Taxi,6.0
2022-11-19 21:50:28+00:00,Market,2.1
2022-11-20 15:04:14+00:00,Coffee,20.1
2022-11-20 15:06:45+00:00,Restaurant,19.0
2022-11-20 15:18:16+00:00,Coffee,6.7
2022-11-20 15:18:23+00:00,Events,50.0
2022-11-21 11:15:37+00:00,Coffee,6.7
2022-11-21 13:53:50+00:00,Market,10.0
2022-11-21 13:57:49+00:00,Coffee,7.0
2022-11-21 17:32:56+00:00,Restaurant,7.5
2022-11-22 04:02:07+00:00,Market,10.0
2022-11-22 04:02:16+00:00,Transport,2.0
2022-11-22 05:20:56+00:00,Learning,17.0
2022-11-22 05:29:48+00:00,Phone,3.0
2022-11-22 08:58:37+00:00,Business Lunch,7.0
2022-11-22 09:20:31+00:00,Market,0.7
2022-11-22 09:26:20+00:00,Market,1.45
2022-11-22 16:28:47+00:00,Coffee,6.7
2022-11-22 16:28:55+00:00,Restaurant,18.0
2022-11-23 04:29:38+00:00,Market,1.6
2022-11-23 09:23:55+00:00,Business Lunch,7.0
2022-11-23 09:41:41+00:00,Market,0.72
2022-11-23 14:32:17+00:00,Coffee,6.7
2022-11-23 17:10:32+00:00,Coffee,6.7
2022-11-24 04:56:09+00:00,Market,1.9
2022-11-24 09:02:05+00:00,Transport,5.0
2022-11-24 09:02:06+00:00,Business Lunch,7.0
2022-11-24 12:39:35+00:00,Market,1.5
2022-11-24 12:39:38+00:00,Events,7.5
2022-11-24 14:54:36+00:00,Coffee,6.7
2022-11-24 16:37:00+00:00,Market,6.71
2022-11-25 05:27:32+00:00,Market,1.72
2022-11-25 09:03:32+00:00,Business Lunch,9.0
2022-11-25 11:17:43+00:00,Learning,14.0
2022-11-25 12:17:33+00:00,Coffee,8.0
2022-11-25 14:07:14+00:00,Coffee,6.2
2022-11-25 14:07:15+00:00,Phone,5.0
2022-11-25 16:14:04+00:00,Market,5.88
2022-11-26 08:38:56+00:00,Coffee,6.7
2022-11-26 10:10:28+00:00,Restaurant,7.1
2022-11-26 10:35:29+00:00,Coffee,6.7
2022-11-26 10:39:55+00:00,Coffee,6.7
2022-11-26 18:08:31+00:00,Coffee,6.6
2022-11-26 19:20:28+00:00,Market,5.7
2022-11-27 06:57:37+00:00,Coffee,6.7
2022-11-27 10:19:01+00:00,Coffee,6.7
2022-11-27 13:22:30+00:00,Market,4.0
2022-11-28 04:48:55+00:00,Market,1.17
2022-11-28 10:34:45+00:00,Restaurant,14.0
2022-11-28 10:34:46+00:00,Business Lunch,7.0
2022-11-28 15:36:22+00:00,Transport,1.0
2022-11-29 05:44:52+00:00,Taxi,2.0
2022-11-29 08:59:53+00:00,Taxi,2.0
2022-11-29 08:59:56+00:00,Taxi,3.62
2022-11-29 08:59:58+00:00,Coffee,5.0
2022-11-29 16:03:25+00:00,Market,3.62
2022-11-30 04:52:45+00:00,Market,1.4
2022-11-30 09:55:49+00:00,Business Lunch,8.0
2022-11-30 14:32:16+00:00,Coffee,7.1
2022-11-30 15:45:21+00:00,Coffee,4.0
2022-11-30 18:40:24+00:00,Restaurant,11.5
2022-12-01 04:45:09+00:00,Market,2.7
2022-12-01 13:13:37+00:00,Business Lunch,7.0
2022-12-01 14:26:59+00:00,Coffee,6.7
2022-12-01 17:14:25+00:00,Transport,6.0
2022-12-02 05:01:19+00:00,Market,9.5
2022-12-02 07:40:21+00:00,Phone,0.88
2022-12-02 09:59:37+00:00,Health,57.0
2022-12-02 09:59:41+00:00,Business Lunch,10.0
2022-12-02 14:29:42+00:00,Coffee,6.7
2022-12-02 19:24:43+00:00,Market,7.7
2022-12-03 06:33:32+00:00,Coffee,6.7
2022-12-03 08:37:27+00:00,Coffee,6.7
2022-12-03 11:54:34+00:00,Coffee,6.7
2022-12-03 13:55:44+00:00,Coffee,6.7
2022-12-03 17:04:40+00:00,Market,19.0
2022-12-03 17:09:27+00:00,Health,10.0
2022-12-04 04:38:41+00:00,Coffee,6.9
2022-12-04 06:33:05+00:00,Coffee,6.5
2022-12-04 09:45:50+00:00,Restaurant,5.2
2022-12-04 09:48:53+00:00,Coffee,6.7
2022-12-04 11:29:31+00:00,Coffee,6.7
2022-12-04 14:13:15+00:00,Clothing,7.0
2022-12-04 14:34:46+00:00,Coffee,6.1
2022-12-05 06:20:37+00:00,Learning,20.0
2022-12-05 06:59:18+00:00,Travel,55.0
2022-12-05 12:52:11+00:00,Business Lunch,10.0
2022-12-05 14:31:07+00:00,Coffee,7.6
2022-12-05 15:52:45+00:00,Coffee,7.6
2022-12-05 18:29:24+00:00,Market,11.7
2022-12-06 09:23:04+00:00,Business Lunch,7.0
2022-12-06 14:34:15+00:00,Coffee,6.7
2022-12-06 18:15:46+00:00,Market,8.0
2022-12-07 04:47:30+00:00,Coffee,3.23
2022-12-07 07:14:31+00:00,Market,20.0
2022-12-07 08:59:54+00:00,Business Lunch,7.0
2022-12-08 11:15:38+00:00,Restaurant,5.2
2022-12-08 13:20:44+00:00,Coffee,6.7
2022-12-08 14:29:19+00:00,Coffee,6.7
2022-12-08 14:47:28+00:00,Coffee,6.7
2022-12-08 16:37:18+00:00,Coffee,7.0
2022-12-09 09:51:27+00:00,Coffee,7.6
2022-12-09 11:38:26+00:00,Coffee,6.9
2022-12-09 13:51:02+00:00,Coffee,13.6
2022-12-09 16:12:31+00:00,Coffee,6.7
2022-12-09 18:16:59+00:00,Market,9.75
2022-12-10 07:41:51+00:00,Coffee,6.7
2022-12-10 11:47:47+00:00,Coffee,6.7
2022-12-10 14:38:13+00:00,Market,6.8
2022-12-11 08:43:51+00:00,Restaurant,13.2
2022-12-11 08:56:44+00:00,Market,10.0
2022-12-11 09:25:50+00:00,Coffee,6.7
2022-12-12 04:46:40+00:00,Market,9.23
2022-12-12 09:32:50+00:00,Business Lunch,7.0
2022-12-12 09:32:56+00:00,Events,12.5
2022-12-12 14:29:52+00:00,Coffee,6.7
2022-12-12 17:39:23+00:00,Market,13.0
2022-12-12 17:40:44+00:00,Health,36.0
2022-12-13 03:15:17+00:00,Learning,18.0
2022-12-13 07:39:08+00:00,Communal,170.0
2022-12-13 11:03:46+00:00,Business Lunch,7.0
2022-12-13 14:36:42+00:00,Coffee,6.7
2022-12-13 17:12:47+00:00,Market,6.22
2022-12-14 05:11:13+00:00,Market,4.23
2022-12-14 05:17:25+00:00,Clothing,200.0
2022-12-14 10:12:47+00:00,Business Lunch,7.0
2022-12-14 14:40:23+00:00,Coffee,6.7
2022-12-14 16:26:46+00:00,Coffee,6.7
2022-12-15 05:32:09+00:00,Market,6.4
2022-12-15 09:32:46+00:00,Business Lunch,10.0
2022-12-15 14:35:52+00:00,Coffee,6.7
2022-12-15 16:45:02+00:00,Coffee,6.7
2022-12-16 04:40:56+00:00,Market,6.0
2022-12-16 09:25:34+00:00,Business Lunch,10.0
2022-12-16 14:28:25+00:00,Coffee,7.0
2022-12-16 16:08:57+00:00,Phone,1.7
2022-12-16 17:39:44+00:00,Transport,5.0
2022-12-16 18:39:02+00:00,Market,9.2
2022-12-18 14:05:30+00:00,Learning,10.0
2022-12-18 14:10:46+00:00,Coffee,6.7
2022-12-18 17:52:54+00:00,Market,12.3
2022-12-19 09:40:35+00:00,Market,1.4
2022-12-19 09:40:39+00:00,Business Lunch,5.0
2022-12-19 14:39:19+00:00,Coffee,6.7
2022-12-20 04:50:56+00:00,Market,3.51
2022-12-20 08:41:42+00:00,Phone,1.21
2022-12-20 09:34:48+00:00,Business Lunch,10.0
2022-12-20 09:35:45+00:00,Market,0.5
2022-12-20 15:19:58+00:00,Coffee,6.7
2022-12-21 09:16:18+00:00,Business Lunch,7.0
2022-12-21 10:23:01+00:00,Coffee,6.7
2022-12-21 13:53:40+00:00,Coffee,6.7
2022-12-21 16:30:38+00:00,Coffee,6.7
2022-12-22 04:52:54+00:00,Market,3.0
2022-12-22 09:17:45+00:00,Business Lunch,7.0
2022-12-22 14:29:31+00:00,Coffee,6.7
2022-12-23 09:24:17+00:00,Market,1.22
2022-12-23 09:24:25+00:00,Business Lunch,6.0
2022-12-23 14:39:03+00:00,Coffee,6.7
2022-12-23 16:39:46+00:00,Coffee,6.7
2022-12-24 10:24:55+00:00,Coffee,6.7
2022-12-24 10:24:58+00:00,Restaurant,20.0
2022-12-24 12:23:00+00:00,Coffee,6.7
2022-12-24 14:18:34+00:00,Coffee,6.7
2022-12-24 15:12:19+00:00,Learning,24.0
2022-12-24 18:32:29+00:00,Market,1.44
2022-12-25 08:08:47+00:00,Restaurant,5.2
2022-12-25 08:14:53+00:00,Coffee,6.7
2022-12-25 10:09:16+00:00,Coffee,6.7
2022-12-25 12:07:29+00:00,Coffee,13.6
2022-12-25 13:53:35+00:00,Coffee,6.7
2022-12-25 17:50:06+00:00,Market,15.0
2022-12-26 04:21:53+00:00,Transport,2.0
2022-12-26 04:48:45+00:00,Market,4.0
2022-12-26 05:20:09+00:00,Market,3.0
2022-12-26 05:20:12+00:00,Phone,15.0
2022-12-26 09:59:57+00:00,Business Lunch,6.0
2022-12-26 14:32:07+00:00,Coffee,6.7
2022-12-26 16:55:17+00:00,Transport,3.0
2022-12-26 18:40:32+00:00,Market,2.23
2022-12-27 08:56:09+00:00,Market,1.15
2022-12-27 10:37:58+00:00,Coffee,6.7
2022-12-27 10:38:09+00:00,Transport,3.0
2022-12-27 14:00:52+00:00,Coffee,6.7
2022-12-27 15:32:04+00:00,Coffee,13.5
2022-12-27 19:25:08+00:00,Market,4.0
2022-12-28 07:51:17+00:00,Other,10.0
2022-12-28 11:38:26+00:00,Taxi,15.0
2022-12-28 11:38:33+00:00,Other,20.0
2022-12-28 11:38:41+00:00,Restaurant,16.0
2022-12-28 11:57:35+00:00,Taxi,1.0
2022-12-28 13:55:59+00:00,Coffee,6.7
2022-12-28 17:30:58+00:00,Health,10.0
2022-12-28 17:31:06+00:00,Market,3.8
2022-12-29 09:38:25+00:00,Taxi,2.4
2022-12-29 09:48:50+00:00,Taxi,3.63
2022-12-29 11:00:28+00:00,Coffee,10.7
2022-12-29 11:08:47+00:00,Coffee,6.7
2022-12-29 14:25:26+00:00,Taxi,4.0
2022-12-29 14:27:21+00:00,Taxi,2.0
2022-12-29 19:56:10+00:00,Transport,5.0
2022-12-30 05:43:43+00:00,Market,1.8
2022-12-30 14:19:03+00:00,Business Lunch,6.0
2022-12-30 14:19:06+00:00,Coffee,6.7
2022-12-30 14:19:08+00:00,Coffee,6.7
2022-12-30 17:56:25+00:00,Market,34.0
2022-12-31 16:23:12+00:00,Learning,17.0
2023-01-01 09:07:14+00:00,Restaurant,52.0
2023-01-01 09:42:07+00:00,Coffee,20.0
2023-01-01 14:03:21+00:00,Coffee,6.7
2023-01-01 15:43:11+00:00,Coffee,6.7
2023-01-02 07:11:02+00:00,Transport,0.8
2023-01-02 07:42:35+00:00,Coffee,13.9
2023-01-02 09:15:36+00:00,Coffee,6.7
2023-01-02 12:09:17+00:00,Coffee,6.7
2023-01-02 14:18:35+00:00,Coffee,6.7
2023-01-02 14:28:57+00:00,Coffee,7.0
2023-01-02 15:43:28+00:00,Learning,6.9
2023-01-02 16:46:06+00:00,Market,23.0
2023-01-03 09:08:55+00:00,Coffee,6.7
2023-01-03 12:06:21+00:00,Coffee,6.7
2023-01-03 14:30:44+00:00,Coffee,6.7
2023-01-03 17:13:06+00:00,Market,3.7
2023-01-04 08:58:10+00:00,Coffee,6.7
2023-01-04 10:08:09+00:00,Coffee,6.7
2023-01-04 14:07:16+00:00,Coffee,14.0
2023-01-04 17:23:17+00:00,Health,43.2
2023-01-04 17:23:25+00:00,Market,7.47
2023-01-05 04:48:03+00:00,Market,2.11
2023-01-05 05:44:03+00:00,Coffee,6.0
2023-01-05 06:07:08+00:00,Sport,68.0
2023-01-05 12:18:47+00:00,Market,2.14
2023-01-05 14:33:47+00:00,Coffee,6.7
2023-01-05 16:32:15+00:00,Market,1.44
2023-01-06 10:06:02+00:00,Business Lunch,17.0
2023-01-06 12:14:44+00:00,Market,4.4
2023-01-06 14:36:16+00:00,Coffee,6.7
2023-01-06 16:00:32+00:00,Coffee,6.7
2023-01-07 07:57:13+00:00,Coffee,6.7
2023-01-07 07:57:16+00:00,Market,0.9
2023-01-07 10:06:26+00:00,Coffee,7.6
2023-01-07 12:10:49+00:00,Transport,5.0
2023-01-07 12:58:29+00:00,Market,5.4
2023-01-08 09:53:13+00:00,Coffee,6.7
2023-01-08 11:13:22+00:00,Coffee,6.7
2023-01-08 12:36:44+00:00,Coffee,6.7
2023-01-08 14:05:45+00:00,Coffee,6.7
2023-01-09 08:56:19+00:00,Business Lunch,7.0
2023-01-09 15:17:48+00:00,Taxi,2.0
2023-01-09 18:30:54+00:00,Market,0.88
2023-01-10 05:44:47+00:00,Restaurant,55.0
2023-01-10 05:44:53+00:00,Market,2.5
2023-01-10 06:37:16+00:00,Coffee,6.0
2023-01-10 09:39:58+00:00,Business Lunch,5.0
2023-01-10 11:54:57+00:00,Market,14.0
2023-01-10 14:08:33+00:00,Market,1.88
2023-01-10 19:49:39+00:00,Market,2.0
2023-01-10 19:49:44+00:00,Restaurant,1.0
2023-01-11 09:19:11+00:00,Business Lunch,11.2
2023-01-11 15:38:43+00:00,Market,0.5
2023-01-11 17:49:53+00:00,Coffee,6.4
2023-01-11 18:41:46+00:00,Coffee,6.7
2023-01-11 21:07:05+00:00,Taxi,4.0
2023-01-13 10:56:44+00:00,Coffee,6.7
2023-01-13 14:26:29+00:00,Coffee,6.7
2023-01-13 16:15:53+00:00,Coffee,9.0
2023-01-13 17:38:06+00:00,Learning,16.0
2023-01-13 18:35:04+00:00,Market,6.3
2023-01-14 09:11:08+00:00,Coffee,13.6
2023-01-14 12:22:21+00:00,Coffee,6.7
2023-01-14 14:26:01+00:00,Coffee,6.7
2023-01-14 17:29:52+00:00,Transport,5.0
2023-01-14 18:17:15+00:00,Market,20.0
2023-01-15 09:53:14+00:00,Taxi,2.1
2023-01-15 09:53:18+00:00,Market,0.7
2023-01-15 10:03:43+00:00,Restaurant,5.3
2023-01-15 10:09:02+00:00,Coffee,6.7
2023-01-15 12:22:09+00:00,Coffee,6.7
2023-01-15 14:19:58+00:00,Coffee,6.7
2023-01-15 14:59:53+00:00,Phone,3.0
2023-01-15 15:54:28+00:00,Taxi,1.7
2023-01-15 17:08:59+00:00,Clothing,6.0
2023-01-15 17:59:25+00:00,Market,1.5
2023-01-16 04:48:21+00:00,Market,2.55
2023-01-16 08:31:53+00:00,Market,0.7
2023-01-16 09:30:24+00:00,Business Lunch,9.0
2023-01-16 17:37:42+00:00,Market,2.0
2023-01-16 17:41:10+00:00,Market,1.4
2023-01-17 05:00:12+00:00,Market,2.45
2023-01-17 06:03:13+00:00,Restaurant,11.0
2023-01-17 06:03:17+00:00,Communal,174.0
2023-01-17 16:10:44+00:00,Taxi,2.13
2023-01-17 16:20:43+00:00,Coffee,6.7
2023-01-17 17:50:10+00:00,Coffee,7.2
2023-01-18 04:56:56+00:00,Market,1.75
2023-01-18 10:21:53+00:00,Business Lunch,10.0
2023-01-18 15:19:05+00:00,Market,1.74
2023-01-18 15:51:02+00:00,Coffee,7.9
2023-01-18 19:10:40+00:00,Market,4.18
2023-01-18 19:12:43+00:00,Health,36.0
2023-01-19 09:27:35+00:00,Business Lunch,9.0
2023-01-19 09:27:40+00:00,Market,0.52
2023-01-19 14:32:14+00:00,Coffee,6.7
2023-01-20 07:49:47+00:00,Taxi,1.7
2023-01-20 07:49:50+00:00,Market,0.5
2023-01-20 07:51:37+00:00,Coffee,13.9
2023-01-20 09:51:54+00:00,Coffee,6.7
2023-01-20 12:38:09+00:00,Coffee,6.7
2023-01-20 14:29:52+00:00,Transport,5.0
2023-01-20 14:56:06+00:00,Market,1.0
2023-01-20 19:11:23+00:00,Market,5.8
2023-01-20 19:14:44+00:00,Restaurant,18.0
2023-01-21 07:15:25+00:00,Coffee,13.9
2023-01-21 09:32:44+00:00,Coffee,6.7
2023-01-21 12:29:15+00:00,Coffee,6.7
2023-01-21 16:45:34+00:00,Restaurant,13.0
2023-01-21 20:13:19+00:00,Taxi,5.0
2023-01-22 07:28:08+00:00,Taxi,1.6
2023-01-22 07:42:27+00:00,Coffee,13.9
2023-01-22 11:42:19+00:00,Coffee,6.7
2023-01-22 11:42:22+00:00,Restaurant,11.0
2023-01-22 14:57:36+00:00,Market,1.6
2023-01-22 16:05:54+00:00,Market,1.0
2023-01-22 16:56:49+00:00,Market,3.8
2023-01-23 05:07:02+00:00,Market,3.8
2023-01-23 09:07:46+00:00,Business Lunch,8.4
2023-01-23 10:29:51+00:00,Market,1.9
2023-01-23 14:53:46+00:00,Phone,3.0
2023-01-23 14:53:49+00:00,Coffee,6.7
2023-01-24 09:01:51+00:00,Business Lunch,8.0
2023-01-24 10:12:58+00:00,Coffee,3.0
2023-01-24 13:15:39+00:00,Restaurant,35.0
2023-01-24 14:39:20+00:00,Coffee,13.9
2023-01-25 04:49:24+00:00,Market,3.0
2023-01-25 06:27:04+00:00,Taxi,1.28
2023-01-25 08:58:45+00:00,Market,2.7
2023-01-25 09:08:18+00:00,Taxi,1.28
2023-01-25 09:48:04+00:00,Market,1.14
2023-01-25 11:45:11+00:00,Coffee,6.7
2023-01-25 12:56:41+00:00,Coffee,6.7
2023-01-25 17:14:40+00:00,Taxi,1.28
2023-01-25 19:47:20+00:00,Restaurant,10.0
2023-01-26 04:17:51+00:00,Other,20.0
2023-01-26 04:17:59+00:00,Learning,441.0
2023-01-26 12:42:45+00:00,Restaurant,5.3
2023-01-26 12:52:40+00:00,Coffee,6.7
2023-01-26 14:47:23+00:00,Coffee,6.7
2023-01-26 16:56:45+00:00,Learning,16.0
2023-01-26 17:50:57+00:00,Market,24.33
2023-01-27 08:31:09+00:00,Coffee,6.7
2023-01-27 10:10:37+00:00,Coffee,6.7
2023-01-27 14:27:30+00:00,Coffee,6.7
2023-01-27 17:20:19+00:00,Coffee,6.9
2023-01-27 17:47:12+00:00,Transport,5.0
2023-01-27 18:35:24+00:00,Market,4.0
2023-01-28 08:50:54+00:00,Market,0.72
2023-01-28 10:46:18+00:00,Restaurant,7.2
2023-01-28 10:53:00+00:00,Coffee,6.7
2023-01-28 12:32:30+00:00,Coffee,6.7
2023-01-28 14:24:52+00:00,Coffee,6.7
2023-01-28 16:14:11+00:00,Coffee,6.7
2023-01-28 18:10:55+00:00,Health,36.0
2023-01-28 18:13:28+00:00,Market,11.64
2023-01-29 06:07:12+00:00,Coffee,6.7
2023-01-29 09:15:07+00:00,Coffee,13.9
2023-01-29 10:55:54+00:00,Restaurant,5.3
2023-01-29 21:21:52+00:00,Market,2.78
2023-01-29 21:22:06+00:00,Other,1.0
2023-01-29 21:22:07+00:00,Other,1.0
2023-01-29 21:22:13+00:00,Restaurant,110.0
2023-01-29 21:26:54+00:00,Restaurant,5.0
2023-01-30 09:54:43+00:00,Phone,12.0
2023-01-30 11:43:52+00:00,Coffee,5.0
2023-01-30 11:43:54+00:00,Taxi,5.0
2023-01-30 13:56:36+00:00,Taxi,2.0
2023-01-30 13:56:38+00:00,Coffee,6.7
2023-01-30 15:50:56+00:00,Restaurant,5.3
2023-01-30 16:16:10+00:00,Tech,25.0
2023-01-30 16:34:31+00:00,Coffee,6.7
2023-01-30 17:43:10+00:00,Clothing,11.0
2023-01-30 18:26:44+00:00,Market,1.4
2023-01-31 06:55:07+00:00,Taxi,5.0
2023-01-31 07:10:48+00:00,Coffee,6.7
2023-01-31 07:13:30+00:00,Coffee,8.2
2023-01-31 09:59:07+00:00,Coffee,6.7
2023-01-31 12:35:34+00:00,Coffee,5.5
2023-01-31 14:30:17+00:00,Coffee,5.5
2023-01-31 16:32:28+00:00,Market,5.8
2023-02-01 09:12:34+00:00,Clothing,2.0
2023-02-01 10:39:56+00:00,Coffee,6.9
2023-02-01 14:31:29+00:00,Coffee,6.7
2023-02-01 15:36:53+00:00,Coffee,8.2
2023-02-01 17:28:43+00:00,Coffee,6.7
2023-02-02 10:06:31+00:00,Business Lunch,5.0
2023-02-02 10:06:51+00:00,Market,0.6
2023-02-02 14:47:42+00:00,Coffee,13.0
2023-02-03 08:59:07+00:00,Transport,5.0
2023-02-03 09:44:06+00:00,Market,8.78
2023-02-03 10:07:59+00:00,Business Lunch,6.0
2023-02-03 15:32:38+00:00,Market,0.8
2023-02-03 16:04:48+00:00,Coffee,5.5
2023-02-03 17:20:29+00:00,Coffee,13.0
2023-02-03 21:30:55+00:00,Film/Enjoyment,12.0
2023-02-03 21:48:24+00:00,Other,4.0
2023-02-04 09:38:22+00:00,Sport,68.0
2023-02-04 10:03:26+00:00,Taxi,6.0
2023-02-04 13:04:48+00:00,Restaurant,20.0
2023-02-04 13:04:52+00:00,Taxi,3.0
2023-02-04 15:14:13+00:00,Coffee,11.0
2023-02-04 16:18:45+00:00,Learning,58.6
2023-02-04 17:12:56+00:00,Market,3.5
2023-02-05 09:48:28+00:00,Coffee,13.0
2023-02-05 09:48:30+00:00,Phone,3.0
2023-02-05 12:00:07+00:00,Coffee,5.5
2023-02-05 13:00:11+00:00,Coffee,5.5
2023-02-04 20:09:00+00:00,Taxi,3.5
2023-02-04 20:09:00+00:00,Restaurant,51.0
2023-02-04 20:23:11+00:00,Market,11.15
2023-02-06 09:54:43+00:00,Other,1.5
2023-02-06 10:19:51+00:00,Business Lunch,6.7
2023-02-06 14:56:39+00:00,Coffee,5.5
2023-02-06 16:05:03+00:00,Restaurant,5.3
2023-02-07 08:46:59+00:00,Market,0.6
2023-02-07 10:03:01+00:00,Business Lunch,14.0
2023-02-07 15:05:49+00:00,Coffee,3.12
2023-02-07 15:35:07+00:00,Learning,20.5
2023-02-07 16:41:20+00:00,Market,3.8
2023-02-08 04:54:41+00:00,Market,0.8
2023-02-08 09:28:07+00:00,Business Lunch,10.0
2023-02-08 15:24:19+00:00,Transport,5.0
2023-02-08 15:24:26+00:00,Coffee,7.17
2023-02-08 16:06:36+00:00,Market,4.72
2023-02-08 16:09:58+00:00,Health,18.0
2023-02-09 08:31:40+00:00,Taxi,1.0
2023-02-09 09:52:40+00:00,Business Lunch,8.4
2023-02-09 14:55:05+00:00,Clothing,40.0
2023-02-09 16:04:31+00:00,Coffee,3.12
2023-02-09 16:54:03+00:00,Market,4.44
2023-02-10 07:05:50+00:00,Market,0.6
2023-02-10 10:13:48+00:00,Business Lunch,10.0
2023-02-10 14:22:20+00:00,Market,1.0
2023-02-10 16:54:18+00:00,Coffee,3.12
2023-02-10 17:13:02+00:00,Clothing,17.0
2023-02-10 17:18:02+00:00,Restaurant,10.5
2023-02-10 17:27:47+00:00,Market,1.0
2023-02-11 10:25:18+00:00,Coffee,5.5
2023-02-11 13:23:43+00:00,Restaurant,5.3
2023-02-12 18:08:00+00:00,Joy,120.0
2023-02-13 09:46:37+00:00,Business Lunch,8.4
2023-02-13 15:13:05+00:00,Sport,30.0
2023-02-13 15:25:27+00:00,Market,0.5
2023-02-13 15:25:42+00:00,Market,0.44
2023-02-13 16:50:23+00:00,Communal,181.0
2023-02-14 06:59:21+00:00,Phone,3.0
2023-02-14 09:28:51+00:00,Business Lunch,10.0
2023-02-14 15:49:44+00:00,Market,7.3
2023-02-15 09:54:32+00:00,Business Lunch,10.0
2023-02-15 09:54:39+00:00,Market,1.3
2023-02-15 15:26:08+00:00,Market,1.0
2023-02-15 16:20:29+00:00,Market,4.25
2023-02-16 04:40:45+00:00,Market,0.7
2023-02-16 09:39:56+00:00,Business Lunch,10.0
2023-02-16 15:21:21+00:00,Market,4.47
2023-02-17 04:16:49+00:00,Market,15.0
2023-02-17 09:45:34+00:00,Business Lunch,10.0
2023-02-17 10:01:30+00:00,Events,50.0
2023-02-17 16:30:40+00:00,Coffee,3.12
2023-02-17 17:21:21+00:00,Market,13.6
2023-02-18 09:40:18+00:00,Taxi,5.0
2023-02-18 10:09:42+00:00,Restaurant,5.3
2023-02-18 10:09:47+00:00,Coffee,6.7
2023-02-18 13:00:02+00:00,Coffee,6.7
2023-02-18 14:54:26+00:00,Coffee,6.7
2023-02-17 20:09:00+00:00,Market,22.0
2023-02-17 20:10:00+00:00,Transport,5.0
2023-02-19 05:31:13+00:00,Market,2.15
2023-02-19 06:36:34+00:00,Coffee,6.7
2023-02-19 09:28:15+00:00,Coffee,18.2
2023-02-19 11:59:04+00:00,Market,0.52
2023-02-19 13:00:13+00:00,Market,0.52
2023-02-19 13:32:15+00:00,Coffee,6.9
2023-02-19 19:56:35+00:00,Market,1.35
2023-02-19 19:56:42+00:00,Restaurant,31.0
2023-02-20 04:35:42+00:00,Market,2.0
2023-02-20 09:45:27+00:00,Business Lunch,10.0
2023-02-20 15:33:54+00:00,Market,7.0
2023-02-21 05:20:22+00:00,Market,2.22
2023-02-21 06:01:59+00:00,Phone,1.0
2023-02-21 09:58:10+00:00,Business Lunch,10.53
2023-02-22 04:26:05+00:00,Market,1.4
2023-02-22 10:21:35+00:00,Business Lunch,11.0
2023-02-22 14:38:35+00:00,Market,0.6
2023-02-22 14:38:39+00:00,Transport,5.0
2023-02-22 16:29:47+00:00,Market,2.2
2023-02-23 17:50:45+00:00,Phone,1.25
2023-02-23 17:50:57+00:00,Business Lunch,10.0
2023-02-23 17:51:15+00:00,Market,1.3
2023-02-23 19:17:00+00:00,Restaurant,35.0
2023-02-24 04:14:06+00:00,Market,1.2
2023-02-24 09:22:28+00:00,Business Lunch,10.0
2023-02-24 18:04:52+00:00,Market,25.0
2023-02-25 07:21:28+00:00,Coffee,6.7
